Vmag,Plx,e_Plx,B-V,Amag,target
8.23,34.76,1.09,0.837,20.935398,1
7.99,2.39,0.61,1.414,14.8819895,0
8.26,-0.31,1.05,1.229,10.716808,0
10.51,20.6,2.07,1.075,22.079336,1
9.89,16.11,1.64,0.91,20.92548,1
5.78,4.43,0.83,-0.114,14.01202,1
5.93,19.46,1.04,0.311,17.375713,1
5.97,3.9,0.72,-0.167,13.9253235,1
8.59,1.76,1.09,1.011,14.817564,0
8.48,7.66,0.76,0.557,17.901142,1
8.53,4.31,1.2,1.379,16.702385,0
2.82,7.59,0.78,-0.206,12.221209,1
7.56,2.27,0.54,0.088,14.340129,1
8.5,1.61,1.25,1.411,14.534129,0
8.89,7.41,1.18,0.398,18.23909,1
8.42,2.03,0.66,1.13,14.95748,0
6.05,2.93,0.72,1.58,13.384338,0
4.65,8.82,1.78,-0.122,14.377342,1
8.34,6.04,1.85,0.375,17.245186,1
9.06,7.1,1.38,0.411,18.316292,1
8.01,2.18,0.96,1.211,14.702283,0
8.82,2.66,1.16,0.218,15.944408,0
8.45,14.52,0.9,0.47,19.259834,1
3.14,14.69,0.81,1.55,13.975109,0
7.73,3.29,1.03,1.018,15.315979,0
8.56,2.87,1.72,1.126,15.84941,0
7.95,0.17,1.09,0.784,9.102244,0
8.66,2.33,1.24,-0.007,15.496779,1
7.89,5.04,0.64,0.086,16.402153,1
8.82,5.29,1.26,1.219,17.437279,1
9.52,6.7,1.52,0.588,18.650375,1
7.93,5.64,1.01,0.422,16.686396,1
8.98,6.59,1.91,0.577,18.074427,1
8.73,15.45,1.61,0.564,19.674643,1
7.92,19.34,4.82,0.53,19.352283,1
7.72,5.16,0.92,1.129,16.283249,0
9.6,3.57,1.52,0.085,17.363342,0
9.69,2.37,1.04,0.476,16.563742,0
5.12,28.92,0.75,0.224,17.425991,0
9.45,2.07,1.37,1.115,16.029852,1
8.16,6.08,0.99,1.025,17.079517,0
7.22,4.03,0.62,1.311,15.246525,0
7.99,20.61,0.73,0.68,19.560389,1
8.54,2.8,1.2,1.221,15.77579,0
8.49,3.25,1.15,0.397,16.049416,1
8.99,3.11,1.07,1.314,16.453802,1
6.82,16.09,0.87,1.063,17.852781,0
6.3,-0.39,0.61,0.152,9.255323,0
7.38,3.91,0.91,1.164,15.340884,0
6.43,8.43,1.03,1.122,16.059137,0
6.66,9.39,0.51,0.362,16.523327,1
5.32,3.12,0.96,-0.08,12.790773,1
9.02,2.41,1.85,-0.006,15.930086,0
8.96,3.46,1.15,1.607,16.65538,0
8.04,4.88,1.12,0.863,16.482098,0
8.83,22.03,1.84,0.99,20.545073,1
8.32,2.59,0.97,0.071,15.386498,1
7.53,4.7,1.16,1.361,15.89049,0
7.86,8.26,0.94,0.971,17.4449,0
8.86,8.88,1.23,0.455,18.602064,1
7.79,4.52,0.89,1.086,16.065693,0
8.32,3.25,0.86,0.936,15.879416,0
8.37,1.98,1.17,0.78,14.853326,0
6.5,6.01,0.75,1.087,15.394373,0
9.5,10.77,1.1,0.595,19.661077,1
8.72,1.07,1.12,-0.08,13.866919,0
8.65,8.3,2.3,1.106,18.24539,0
9.16,4.06,0.82,0.505,17.20263,1
9.32,3.24,1.69,0.585,16.872725,1
3.79,33.4,0.78,1.04,16.408733,1
9.04,7.93,1.33,0.479,18.536366,1
8.66,16.81,0.91,0.67,19.787838,1
9.12,16.62,1.33,0.656,20.223156,1
7.6,0.3,0.72,-0.057,9.985606,1
9.37,27.93,0.86,1.006,21.600353,1
5.39,18.29,1.09,0.797,16.701069,1
9.35,0.76,1.06,1.301,13.754068,0
8.31,1.14,0.72,1.584,13.594524,0
8.46,3.54,1.09,1.142,16.205017,0
7.91,5.6,1.06,0.311,16.65094,1
10.07,3.02,1.58,0.601,17.470036,1
6.09,2.13,0.78,1.459,12.731898,0
6.44,18.75,0.82,0.514,17.805006,1
10.51,14.25,1.8,1.006,21.279074,1
8.84,13.89,2.64,0.554,19.55351,1
7.35,2.49,0.89,0.364,14.3309965,1
8.23,1.96,0.69,-0.063,14.69128,1
8.71,2.55,0.78,0.048,15.742701,1
8.77,4.23,1.03,1.144,16.901703,0
4.66,42.35,0.87,0.333,17.794268,0
7.03,2.26,0.77,1.588,13.800543,0
8.75,3.61,1.13,1.48,16.537537,0
9.67,-0.33,1.88,1.014,12.262569,0
6.41,2.97,0.98,-0.149,13.773782,1
7.67,4.73,1.14,0.999,16.044306,0
8.53,4.13,1.09,0.484,16.609749,1
7.85,5.09,0.95,1.2,16.383589,0
9.94,5.0,1.61,0.537,18.434849,1
6.83,7.47,0.82,1.085,16.196602,0
7.76,3.7,1.91,0.997,15.601009,0
7.21,4.6,0.88,1.515,15.523789,0
9.83,14.63,1.26,0.778,20.656221,1
7.68,9.28,1.77,0.467,17.51774,1
7.63,9.43,0.61,0.464,17.50256,1
8.94,1.08,0.93,0.026,14.107119,1
6.77,6.08,0.77,1.034,15.689518,0
8.51,4.44,1.06,1.165,16.746914,0
8.23,2.71,1.04,1.374,15.394846,0
5.9,13.81,0.73,0.378,16.60097,0
7.4,4.9,0.86,1.029,15.850981,0
7.72,1.01,0.63,1.482,12.741606,0
9.32,1.99,1.27,0.036,15.814265,1
5.86,8.81,0.58,1.155,15.584879,0
7.28,3.45,0.88,0.996,14.969095,0
8.02,1.06,1.08,1.429,13.14653,0
6.4,9.18,0.62,0.135,16.214214,1
7.18,5.59,0.87,0.932,15.917059,0
8.0,3.24,1.01,0.384,15.552725,0
9.13,15.32,1.2,0.661,20.056293,1
4.45,5.14,0.78,-0.18,13.004815,1
7.73,8.75,1.1,1.024,17.44004,0
8.1,3.91,1.02,0.465,16.060884,1
8.97,6.48,1.22,0.595,18.027874,1
8.19,13.33,1.22,0.514,18.814152,1
6.25,4.11,0.8,-0.006,14.319209,1
6.09,9.0,0.83,-0.081,15.861213,1
9.38,13.46,1.29,0.662,20.025227,1
8.41,2.71,0.67,1.647,15.574846,0
8.72,34.38,1.08,0.911,21.401531,1
8.39,8.29,1.16,0.43,17.982773,1
5.92,8.96,0.52,0.993,15.68154,0
8.51,6.98,3.27,0.391,17.729277,1
7.41,1.12,1.05,0.343,12.65609,0
6.35,5.84,0.95,-0.033,15.182064,1
8.64,7.3,2.04,0.909,17.956615,0
8.02,4.87,0.98,0.944,16.457645,0
9.01,4.96,1.48,0.403,17.487408,1
7.89,6.56,1.06,1.236,16.97452,0
7.46,22.27,0.93,0.56,19.1986,1
7.11,2.38,0.54,1.581,13.992886,0
9.15,3.14,1.21,1.074,16.634647,0
5.9,5.88,0.76,1.336,14.746887,0
5.2,6.81,1.05,0.487,14.365735,0
5.51,10.74,0.65,1.036,15.665022,0
8.03,2.97,1.17,0.929,15.393782,0
8.31,4.87,1.06,1.45,16.747646,0
8.31,6.96,1.14,0.48,17.523046,1
8.84,-3.57,3.17,0.887,16.60334,0
6.6,9.5,1.87,0.3,16.488619,1
7.27,4.03,1.33,1.462,15.296526,0
6.51,12.84,0.8,0.298,17.052826,1
7.21,3.62,1.08,0.983,15.003543,0
8.62,12.98,1.1,0.649,19.186373,1
7.81,5.3,0.99,1.486,16.43138,0
6.05,8.92,0.64,1.019,15.801825,0
6.87,1.79,0.52,-0.155,13.134265,0
9.35,5.36,0.81,0.54,17.995825,1
7.48,2.23,0.61,1.472,14.221524,0
8.03,7.93,0.93,0.4,17.526365,1
9.5,35.95,1.22,1.157,22.278494,1
8.94,-0.31,1.43,1.251,11.396808,0
7.42,13.86,2.44,0.48,18.128817,1
8.8,37.07,1.25,0.923,21.645115,1
5.75,5.84,0.77,-0.098,14.582065,0
7.21,0.66,0.68,0.042,11.30772,0
9.29,-0.53,1.07,0.001,12.911379,0
6.84,4.79,0.58,0.95,15.241678,0
6.16,10.56,0.7,-0.004,16.27832,1
9.43,6.4,1.44,0.442,18.4609,1
6.61,7.09,0.8,1.071,15.863232,0
7.89,5.18,0.87,1.192,16.461649,0
8.63,9.66,1.22,0.663,18.554886,1
8.33,2.63,0.97,0.363,15.429779,0
5.82,6.39,0.74,1.233,14.847504,0
5.44,6.97,1.0,0.099,14.656164,1
7.52,1.9,0.9,1.211,13.913769,0
8.91,14.5,1.61,0.9,19.716839,1
8.9,2.79,1.32,0.206,16.128021,0
8.11,12.1,0.97,0.542,18.523926,1
7.95,2.13,0.7,-0.039,14.591898,1
8.55,4.13,1.17,1.03,16.62975,0
7.82,1.04,1.04,0.31,12.905167,0
8.59,2.49,1.13,0.984,15.570997,0
7.98,3.78,1.05,1.061,15.867458,0
7.4,1.02,1.79,0.205,12.443001,0
6.65,5.14,1.17,1.194,15.204815,0
6.26,0.5,0.86,0.349,9.75485,0
6.87,10.99,0.84,1.007,17.07499,0
8.87,0.33,0.81,-0.016,11.46257,1
6.38,7.58,0.79,0.965,15.778346,0
8.56,4.15,0.88,0.095,16.650242,1
8.26,1.84,0.96,0.271,14.584089,1
7.9,0.86,1.13,0.188,12.572493,0
7.88,3.47,0.66,0.051,15.581648,1
6.47,6.97,1.04,1.418,15.686163,0
6.23,6.25,1.06,1.037,15.2094,0
6.18,7.63,0.6,1.032,15.592623,1
8.19,3.61,1.09,1.238,15.977536,0
7.27,2.82,0.73,1.564,14.521246,0
8.4,4.88,1.22,0.287,16.842098,1
8.4,3.14,1.44,1.336,15.884647,0
9.33,4.61,1.48,0.586,17.648504,1
7.61,7.71,1.11,0.251,17.045273,1
8.03,7.4,1.06,0.474,17.37616,1
8.55,2.96,0.83,1.075,15.906459,0
7.33,22.73,0.81,0.534,19.112997,1
5.95,5.85,0.78,1.218,14.785779,0
8.88,3.22,0.89,0.926,16.41928,0
8.7,2.31,1.29,-0.045,15.51806,0
6.36,-0.04,0.62,0.84,4.3703,0
7.88,14.56,1.06,0.447,18.695807,1
7.64,9.9,0.91,0.538,17.618176,1
7.33,6.04,0.84,1.089,16.235184,0
6.45,2.45,0.58,-0.149,13.39583,1
6.21,8.24,0.84,1.371,15.789636,0
9.61,7.64,1.02,0.639,19.025467,1
7.91,1.72,1.02,1.487,14.087643,0
7.51,1.12,1.05,0.14,12.75609,0
7.17,4.14,0.63,-0.061,15.255002,1
8.69,2.49,0.88,1.291,15.670996,0
7.11,2.95,0.95,0.298,14.45911,1
8.32,2.17,0.69,1.096,15.002298,0
8.86,4.75,1.25,1.138,17.24347,0
8.91,1.26,1.0,0.218,14.411852,1
8.79,0.04,1.18,0.979,6.8002996,0
8.59,2.17,1.18,1.379,15.272299,0
8.68,8.23,1.22,0.544,18.257,1
8.59,3.96,0.88,0.416,16.578476,0
9.11,0.02,1.35,1.267,5.6151495,0
8.69,-1.29,1.23,0.745,14.242949,0
9.81,24.8,1.83,0.906,21.782257,1
7.32,4.6,0.98,1.039,15.633789,0
8.89,10.87,0.81,0.563,19.071148,1
8.48,3.34,1.13,1.039,16.098732,0
8.5,2.65,0.7,1.068,15.61623,1
8.93,1.76,0.74,1.893,15.157564,0
10.27,3.34,2.01,0.156,17.888733,1
7.96,12.55,1.12,0.51,18.45322,1
9.04,9.14,0.77,0.439,18.84473,1
9.54,1.4,1.43,1.638,15.27064,1
8.16,1.5,1.09,0.723,14.040456,0
8.49,10.09,1.11,0.698,18.509457,1
7.98,48.96,0.97,0.986,21.429207,1
8.55,8.48,1.26,0.546,18.191978,1
7.75,1.2,0.79,1.762,13.145906,0
7.92,1.59,0.79,1.354,13.926986,0
9.09,3.32,0.82,1.072,16.69569,0
9.44,6.33,1.55,0.554,18.447018,1
8.49,4.88,1.13,0.21,16.932098,1
8.73,3.94,1.3,1.454,16.707481,0
8.43,4.66,1.13,0.138,16.77193,1
8.07,3.44,1.03,1.335,15.752791,0
7.31,1.15,0.92,1.4,12.613489,0
8.47,21.93,1.73,0.666,20.175194,1
8.66,3.02,1.37,1.13,16.060036,0
4.87,7.26,0.48,-0.149,14.174684,1
7.32,4.45,0.61,1.085,15.5618,0
8.67,3.34,0.97,0.967,16.288733,0
6.04,1.06,0.8,-0.117,11.166529,1
9.02,2.48,1.3,1.184,15.992258,0
7.92,1.39,0.69,0.579,13.635075,0
9.11,5.24,3.28,0.79,17.706657,1
5.91,11.03,0.82,0.902,16.122877,0
8.31,7.13,1.11,1.279,17.575447,0
8.02,8.12,1.36,1.283,17.56778,0
7.24,-0.83,1.04,1.086,11.83539,0
6.44,6.93,0.62,0.999,15.643667,0
9.21,7.66,0.91,0.48,18.631144,1
7.54,1.61,0.99,0.115,13.574129,0
7.99,6.01,0.65,0.34,16.884373,0
6.75,8.41,0.68,0.444,16.37398,1
8.92,3.57,1.18,1.082,16.683342,0
5.92,6.43,1.06,0.02,14.961055,1
7.08,5.99,0.87,1.172,15.967134,0
5.64,20.48,0.83,0.111,17.19665,1
8.72,17.19,1.24,0.685,19.896378,1
4.59,20.34,0.77,0.18,16.131756,1
9.14,5.11,1.14,0.543,17.682106,1
7.62,3.02,1.02,-0.027,15.020035,1
6.01,12.41,0.71,0.165,16.478859,1
8.24,3.61,0.97,0.21,16.027536,1
9.03,0.35,0.94,0.986,11.7503395,0
7.57,0.07,0.74,1.67,6.7954903,0
5.59,1.15,0.54,0.174,10.893489,0
8.43,2.49,1.06,1.319,15.410997,0
7.88,1.11,0.92,1.631,13.106615,0
9.92,16.33,1.79,0.991,20.984932,1
8.04,2.55,0.68,1.476,15.0727005,0
8.27,0.77,1.2,-0.07,12.702454,0
8.01,2.67,1.05,1.092,15.142557,0
7.28,1.92,0.69,1.56,13.6965065,0
8.16,2.71,0.89,1.123,15.324846,0
7.97,3.94,1.09,-0.033,15.947481,1
8.14,13.96,0.98,0.528,18.86443,1
8.1,2.71,1.13,1.427,15.264847,0
7.63,4.95,1.29,1.189,16.103025,0
9.19,11.28,1.43,0.589,19.451546,1
7.11,3.7,0.93,1.26,14.95101,0
2.45,1.02,0.57,-0.083,7.493001,0
8.88,4.78,1.23,1.14,17.27714,0
8.98,2.74,0.83,0.962,16.168753,0
10.8,-2.26,1.56,0.347,17.570541,0
8.47,2.37,1.2,2.155,15.343742,0
7.93,1.24,0.93,-0.064,13.397108,0
8.5,2.21,0.76,1.265,15.221962,0
9.2,8.98,1.27,0.46,18.966381,1
7.39,0.79,0.73,1.564,11.878136,0
7.22,6.4,0.93,1.06,16.2509,0
8.15,12.01,0.93,0.468,18.547714,1
8.65,-0.51,1.1,-0.153,12.187851,1
8.93,2.17,1.29,1.479,15.612299,0
6.45,9.51,0.8,0.376,16.340902,1
7.46,2.87,0.81,1.236,14.74941,0
6.75,17.4,0.95,0.662,17.952745,1
8.9,7.32,1.33,0.463,18.222555,1
7.62,0.59,0.76,1.272,11.47426,0
8.11,3.3,0.72,0.087,15.702569,1
9.19,2.96,1.28,1.207,16.54646,0
8.37,1.54,0.84,1.447,14.307604,0
8.41,3.04,0.68,0.47,15.824368,1
7.36,1.95,0.96,1.574,13.810173,0
8.6,2.16,1.16,1.289,15.272269,0
8.84,4.82,1.01,0.459,17.255236,0
7.0,2.65,0.57,-0.106,14.11623,1
8.63,1.17,1.19,1.591,13.970929,0
7.92,7.71,1.44,0.9,17.355272,1
7.81,4.08,0.78,1.024,15.8633,0
5.91,8.21,0.63,0.92,15.481715,0
6.9,4.71,1.03,1.248,15.265104,0
4.26,22.64,0.94,1.075,16.034382,1
5.91,2.92,1.01,1.678,13.236914,0
8.08,2.0,1.1,1.465,14.58515,0
8.22,2.57,1.2,1.352,15.269666,0
8.25,20.84,0.88,0.646,19.844488,1
8.2,0.8,0.83,-0.02,12.71545,1
9.22,7.84,1.22,0.7,18.691582,1
6.97,5.47,0.58,0.934,15.659937,0
8.0,1.55,0.87,1.295,13.951658,0
6.32,7.81,0.96,1.1,15.783255,0
9.64,-1.94,1.61,0.397,16.07901,0
7.57,4.0,0.91,1.079,15.580301,0
8.07,1.63,1.23,1.58,14.130938,0
8.4,8.81,1.02,0.548,18.124878,1
6.85,7.18,0.74,0.407,16.130623,0
7.93,3.95,1.15,1.372,15.912985,1
5.73,9.38,0.71,0.988,15.591013,0
8.84,8.77,1.44,0.959,18.554998,1
7.89,5.32,0.59,0.546,16.519558,1
6.79,1.48,0.74,-0.173,12.641309,1
4.55,17.43,0.53,1.365,15.756486,0
8.88,2.15,1.39,1.189,15.542192,0
7.73,5.51,0.95,1.544,16.435759,0
7.67,3.28,1.02,0.969,15.24937,0
9.68,3.94,1.62,0.414,17.657482,1
7.25,7.11,0.69,1.116,16.509348,0
8.46,2.92,0.79,1.107,15.786914,0
7.27,24.34,0.9,0.545,19.201603,1
6.08,11.8,0.78,0.299,16.439411,0
9.24,0.66,1.09,-0.06,13.337719,1
8.77,0.01,0.99,1.496,3.7700005,0
8.64,-0.32,1.23,0.13,11.1657505,0
8.49,2.41,0.96,0.894,15.400085,0
9.31,8.44,1.26,0.506,18.941711,1
8.43,3.66,1.19,1.873,16.247406,0
6.9,14.91,0.9,0.534,17.767387,1
7.88,5.72,0.66,1.056,16.66698,0
7.91,5.73,0.96,0.007,16.700773,1
5.9,5.96,0.74,-0.031,14.776232,1
5.97,6.99,0.64,0.895,15.192385,0
8.94,4.62,0.79,1.072,17.26321,0
9.03,0.82,1.33,0.034,13.599069,1
8.55,3.29,0.78,0.077,16.135979,1
8.65,1.8,0.99,0.954,14.926362,0
6.21,18.84,0.81,0.307,17.585403,1
9.2,8.8,3.34,0.368,18.922413,1
9.16,5.06,1.14,0.454,17.680752,1
7.06,12.86,0.88,0.538,17.606205,1
7.57,0.08,0.88,1.099,7.08545,0
9.31,9.62,1.37,0.652,19.225876,1
8.19,5.22,1.09,1.238,16.77835,0
8.05,3.39,0.81,0.172,15.700999,1
8.2,2.67,0.68,0.037,15.332556,1
4.74,38.73,0.87,0.454,17.680237,1
6.33,7.27,0.63,0.94,15.637671,0
9.16,-0.05,1.37,1.41,7.6548495,0
6.1,8.51,0.49,0.978,15.749647,0
7.2,36.04,2.84,0.743,19.983923,1
7.98,13.92,0.63,0.664,18.698195,1
8.34,5.05,0.93,0.091,16.856457,1
7.61,6.85,1.05,0.483,16.788452,1
7.59,15.66,0.94,1.076,18.56396,1
9.7,5.78,1.57,0.645,18.50964,1
9.03,3.51,0.95,1.713,16.756535,0
6.07,2.51,0.97,1.661,13.068369,0
4.62,7.04,0.58,-0.077,13.857863,1
5.14,16.61,0.75,1.048,16.241848,0
9.94,2.43,1.57,0.93,16.86803,0
10.05,22.77,1.62,1.002,21.836815,1
8.73,2.69,0.74,1.139,15.878761,0
8.61,11.3,1.29,0.682,18.875393,1
6.56,6.05,0.87,1.074,15.468777,0
7.41,4.49,0.68,1.614,15.671231,0
8.82,11.97,1.36,0.636,19.21047,1
3.52,3.7,0.52,0.003,11.36101,1
7.55,4.72,0.55,0.327,15.91971,1
7.79,7.43,1.02,0.26,17.144943,1
8.91,4.04,0.99,1.047,16.941906,0
7.09,2.82,0.88,1.7,14.341246,0
8.17,3.88,1.01,0.13,16.114159,1
5.82,11.48,0.76,1.14,16.119709,1
5.79,138.72,1.04,0.918,21.500696,1
9.31,1.85,1.28,1.605,15.645859,0
3.73,29.26,0.49,1.177,16.06137,0
9.1,2.77,1.29,0.187,16.3124,1
9.0,1.39,1.24,-0.036,14.715075,1
6.45,5.74,0.55,0.052,15.244559,1
8.06,2.71,1.25,1.413,15.224847,0
8.04,9.27,0.97,0.446,17.875399,1
6.0,34.84,0.83,0.572,18.71039,1
8.75,0.72,1.13,1.336,13.036663,0
7.19,5.16,0.79,1.08,15.753248,0
7.55,17.46,1.17,0.569,18.760221,1
8.31,2.68,1.19,1.233,15.450674,0
8.42,7.01,1.24,0.396,17.64859,1
8.94,3.15,0.85,0.208,16.431553,0
7.47,5.21,0.83,0.275,16.054188,1
5.91,4.54,0.61,-0.17,14.195279,1
9.09,11.63,1.09,0.56,19.417898,1
9.92,-1.08,1.54,0.87,15.087119,0
7.8,12.36,1.13,0.434,18.260094,1
8.15,5.24,0.83,0.135,16.746656,1
8.69,2.23,1.16,1.02,15.431524,0
9.19,2.19,1.34,0.282,15.89222,1
6.19,8.11,0.77,1.041,15.7351055,0
8.67,1.53,1.09,0.4,14.593457,0
8.5,2.8,0.81,1.657,15.73579,0
8.8,10.61,1.14,0.695,18.928577,0
8.62,1.5,1.16,1.043,14.500456,0
7.22,12.46,0.83,0.315,17.69759,0
8.2,3.65,1.04,1.622,16.011465,0
8.86,14.76,1.23,0.63,19.705433,1
7.44,1.33,0.98,0.094,13.059258,1
8.31,2.46,1.17,0.159,15.264676,1
5.39,16.56,0.55,0.03,16.485302,1
6.47,7.14,0.83,1.114,15.738491,0
8.31,4.76,1.57,-0.4,16.698036,1
7.65,3.47,0.99,1.368,15.351647,0
6.31,3.91,0.79,-0.068,14.270884,0
9.84,2.4,1.45,0.229,16.741056,1
8.11,6.81,0.76,1.036,17.275734,1
8.81,2.99,1.26,0.315,16.188356,0
6.51,2.92,0.65,1.39,13.836914,0
6.14,9.67,1.07,0.095,16.067131,1
7.24,2.15,0.97,1.216,13.902192,0
8.33,8.07,1.26,0.554,17.864368,1
5.93,14.6,0.83,0.082,16.751764,1
10.51,3.7,1.69,1.317,18.35101,0
8.88,2.2,0.77,1.028,15.5921135,0
9.55,4.33,1.71,0.777,17.73244,1
7.4,5.34,0.85,0.009,16.037706,1
7.24,1.42,0.9,-0.071,13.001442,0
8.95,10.44,1.12,0.624,19.043503,0
8.28,3.08,0.88,-0.099,15.722754,0
4.26,11.02,0.75,-0.106,14.470907,1
5.12,14.58,0.54,1.207,15.938787,0
8.65,16.45,0.75,0.753,19.73083,1
5.91,16.86,0.83,0.537,17.044289,1
10.01,1.65,1.09,1.59,16.09742,0
6.81,3.09,0.63,1.532,14.259792,0
9.0,1.81,0.8,1.488,15.288393,0
7.65,3.2,0.91,1.123,15.17575,0
9.49,6.82,2.96,0.757,18.65892,1
7.98,0.77,1.1,1.621,12.412454,0
8.37,3.24,0.74,0.989,15.922725,0
8.25,3.0,1.03,1.164,15.635607,0
7.97,3.81,1.28,1.272,15.874624,0
8.57,2.74,1.07,-0.061,15.758753,1
8.64,9.56,1.18,0.528,18.54229,1
7.84,6.05,1.2,1.216,16.748777,0
6.27,3.8,0.85,0.132,14.168919,1
8.81,1.66,1.17,0.135,14.910541,1
9.68,2.42,2.42,0.636,16.599077,1
9.3,2.37,1.6,0.98,16.173742,0
8.83,0.39,1.32,1.179,11.785322,0
7.64,3.45,0.65,1.046,15.329096,0
8.4,4.6,0.87,0.445,16.713789,1
9.07,3.61,0.79,0.454,16.857536,1
8.43,3.16,1.52,1.198,15.928436,0
9.08,1.53,0.98,0.85,15.003457,0
6.06,6.38,1.26,1.608,15.084105,0
8.66,6.07,1.06,0.492,17.575943,1
8.83,7.74,1.24,0.711,18.273705,1
7.11,5.83,0.7,-0.031,15.938343,1
8.5,1.29,1.13,1.208,14.052949,0
9.03,2.9,1.15,0.7,16.34199,0
8.24,2.87,0.73,-0.101,15.529409,0
7.85,6.11,0.98,0.458,16.780207,1
7.84,4.56,0.75,1.082,16.134825,0
8.44,3.49,1.18,1.105,16.154127,0
9.43,5.35,1.73,1.321,18.07177,0
7.05,3.07,0.82,1.561,14.485692,0
8.7,0.84,0.86,1.072,13.321396,0
9.17,6.82,1.17,0.546,18.33892,1
7.58,4.84,0.9,0.797,16.004227,0
2.75,2.46,0.77,-0.21,9.704676,0
6.36,28.92,0.81,0.451,18.665993,1
8.07,2.04,0.88,-0.034,14.618151,1
1.81,26.38,0.53,1.061,13.916372,1
9.69,6.33,1.29,0.755,18.697018,1
6.31,3.97,0.62,-0.057,14.303953,1
8.39,2.9,0.98,0.12,15.70199,1
7.84,0.69,1.08,1.195,12.0342455,0
4.08,37.85,0.69,0.163,16.97033,1
7.41,5.08,1.19,1.287,15.939319,0
9.63,2.66,1.07,0.046,16.75441,1
6.05,4.42,0.61,0.641,14.277111,1
6.94,16.17,0.84,0.552,17.983551,1
6.98,4.8,1.66,0.898,15.386206,0
3.84,9.39,0.57,-0.018,13.703328,1
8.85,0.99,0.89,0.899,13.8281765,0
9.31,3.22,1.04,0.453,16.84928,1
8.59,33.96,1.46,0.906,21.244839,1
8.12,2.59,0.65,-0.061,15.186499,1
7.55,6.28,0.82,0.33,16.539799,1
8.37,2.04,0.79,1.468,14.918151,0
8.4,46.44,1.2,0.95,21.734459,1
9.84,3.15,1.62,1.339,17.331553,0
6.98,5.68,1.1,1.189,15.751741,1
7.48,2.08,1.1,1.185,14.070316,0
8.4,1.71,1.05,1.515,14.56498,0
8.81,4.05,0.92,1.134,16.847275,0
8.92,17.56,1.43,0.6,20.142622,1
3.11,23.54,0.81,1.232,14.969033,0
8.55,6.31,1.34,1.177,17.550148,0
8.31,2.9,1.08,0.91,15.62199,0
9.04,2.83,1.67,1.474,16.298931,0
6.91,5.41,0.92,-0.036,15.575986,0
6.05,27.51,0.86,0.447,18.247452,1
8.38,1.58,0.71,0.704,14.373285,1
9.22,1.63,1.45,1.132,15.280939,0
5.88,8.43,0.93,1.246,15.509137,0
5.09,1.21,0.52,-0.205,10.503927,0
7.37,2.83,0.73,1.453,14.628932,0
7.71,5.05,0.64,1.093,16.226456,0
8.27,2.82,0.68,1.137,15.521246,0
7.49,3.37,0.64,0.946,15.128149,0
8.62,3.55,0.77,1.054,16.371141,0
9.22,4.12,1.55,1.497,17.294487,0
7.72,1.37,0.99,-0.002,13.403603,0
8.16,2.46,0.72,-0.016,15.1146755,1
8.29,5.29,1.15,0.389,16.907278,1
9.04,2.72,1.17,0.915,16.212845,0
5.98,7.73,0.81,0.076,15.420898,1
9.27,21.9,3.1,0.999,20.972221,1
8.99,2.24,1.22,1.442,15.74124,0
8.13,10.18,1.08,0.794,18.16874,1
9.23,47.85,1.26,1.083,22.62941,1
8.73,0.85,1.02,1.321,13.377094,0
7.31,1.65,0.69,0.02,13.39742,0
3.19,14.39,0.68,1.46,13.980305,0
8.74,1.52,1.25,0.123,14.649218,1
8.38,8.0,2.49,0.454,17.89545,1
6.43,7.63,0.71,0.924,15.842623,0
4.23,26.68,0.79,1.118,16.36093,0
9.19,-0.45,1.06,1.668,12.456062,0
8.78,3.55,1.15,1.141,16.531141,0
7.02,8.55,1.72,-0.1,16.67983,1
7.84,0.97,0.85,-0.165,12.773859,1
9.27,6.45,1.32,0.443,18.317799,1
8.53,9.48,1.3,0.677,18.414042,1
8.3,23.44,1.84,0.71,20.149788,1
8.54,4.5,1.2,1.338,16.806063,0
9.74,10.93,1.69,0.673,19.933102,1
6.92,5.33,0.65,0.915,15.553637,0
9.71,5.68,1.11,0.462,18.481743,0
8.51,-0.19,0.84,0.074,9.903769,1
8.51,2.1,0.92,1.094,15.121097,0
8.6,3.09,1.15,1.0,16.049793,1
4.93,67.19,0.73,0.534,19.066523,1
9.46,6.26,1.38,0.485,18.442871,1
8.87,0.97,1.15,1.533,13.803859,0
7.03,5.2,0.68,0.967,15.610018,0
8.45,3.04,0.65,1.125,15.8643675,0
9.11,2.59,1.34,1.123,16.176498,0
9.89,3.4,1.57,0.578,17.547394,1
8.87,2.7,0.93,0.048,16.02682,1
9.08,2.24,1.33,0.906,15.83124,0
8.99,3.72,1.3,0.391,16.842714,1
8.3,1.08,0.73,1.064,13.467119,0
10.4,-0.46,1.07,0.013,13.713789,0
8.06,5.89,3.59,0.015,16.910576,0
6.97,3.47,0.81,-0.015,14.671647,1
9.55,10.72,6.97,0.619,19.700974,1
6.51,5.94,0.87,0.903,15.378932,0
7.78,14.66,1.83,0.586,18.61067,1
8.75,3.39,1.88,1.2,16.401,0
10.27,1.0,1.69,1.232,15.27,0
7.26,3.19,0.99,1.256,14.778954,0
7.68,24.28,1.02,0.616,19.606243,1
8.72,1.88,0.87,1.473,15.09079,1
8.4,1.28,1.15,1.187,13.936049,0
8.39,2.96,0.99,1.397,15.746459,0
9.34,0.54,1.58,1.19,13.001968,0
